idTicket,idEmpresa,empresaNombre,idUsuario,fechaEmision,horaEmision,metodoPago,estacion,lineas,baseImponible,iva,total,moneda,tipoDocumento
T-F4A9EFFFEBCD,EMP001,Transporte_01 S.L.,EMP001-U1,2025-02-23,18:42:17,Tarjeta de empresa,"{'id': '7152', 'nombre': 'SHELL', 'provincia': 'MADRID', 'municipio': 'RIVAS-VACIAMADRID', 'direccion': 'CTRA. N-III km 19,5', 'lat': 40.325667, 'lon': -3.520167, 'grupo': 'SHELL', 'nifEmpresa': 'C50533157'}","[{'producto': 'Gasóleo A', 'litros': 70.74, 'precioUnitario': 1.442, 'importe': 102.01}]",84.31,17.7,102.01,EUR,Factura simplificada
T-502CAA2950F6,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-04,12:12:21,Efectivo,"{'id': '126', 'nombre': 'INLOCOR S.L.', 'provincia': 'ALBACETE', 'municipio': 'POZUELO', 'direccion': 'CARRETERA M 313 KM. 50', 'lat': 38.804722, 'lon': -2.098778, 'grupo': 'INLOCOR S.L.', 'nifEmpresa': 'Y92322601'}","[{'producto': 'Gasolina 95 E5', 'litros': 38.44, 'precioUnitario': 1.545, 'importe': 59.39}]",49.08,10.31,59.39,EUR,Factura simplificada
T-DD1D1AE7CA3E,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-08,02:34:09,Efectivo,"{'id': '2036', 'nombre': 'ALIARA ENERGIA', 'provincia': 'BARCELONA', 'municipio': 'GRANOLLERS', 'direccion': 'PASSEIG CONCA DE BESOS, 26', 'lat': 41.605333, 'lon': 2.27875, 'grupo': 'ALIARA ENERGIA', 'nifEmpresa': 'Y34216077'}","[{'producto': 'Gasolina 95 E5', 'litros': 69.08, 'precioUnitario': 1.493, 'importe': 103.14}]",85.24,17.9,103.14,EUR,Factura simplificada
T-D73E170B2FBD,EMP001,Transporte_01 S.L.,EMP001-U2,2025-02-16,22:32:18,Tarjeta de empresa,"{'id': '11820', 'nombre': 'NAFTE', 'provincia': 'ZARAGOZA', 'municipio': 'ZARAGOZA', 'direccion': 'CALLE MIGUEL SERVET, 280', 'lat': 41.633222, 'lon': -0.860917, 'grupo': 'NAFTE', 'nifEmpresa': 'Q5433036J'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.85, 'precioUnitario': 1.515, 'importe': 78.55}]",64.92,13.63,78.55,EUR,Factura simplificada
T-66E20ED4C8A4,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-17,18:02:24,Efectivo,"{'id': '11442', 'nombre': 'GASEXPRESS ', 'provincia': 'VALLADOLID', 'municipio': 'VALLADOLID', 'direccion': 'CALLE ARCA7, S/N', 'lat': 41.619694, 'lon': -4.726417, 'grupo': 'GASEXPRESS ', 'nifEmpresa': 'N5868501G'}","[{'producto': 'Gasolina 95 E5', 'litros': 71.06, 'precioUnitario': 1.496, 'importe': 106.31}]",87.86,18.45,106.31,EUR,Factura simplificada
T-657E5D1A1168,EMP001,Transporte_01 S.L.,EMP001-U2,2025-02-18,21:05:24,Tarjeta de empresa,"{'id': '5212', 'nombre': 'REPSOL', 'provincia': 'GRANADA', 'municipio': 'LANJARÓN', 'direccion': 'CALLE SEÑOR DE LA EXPIRACIÓN, S/N', 'lat': 36.920667, 'lon': -3.473056, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 42.03, 'precioUnitario': 1.512, 'importe': 63.55}]",52.52,11.03,63.55,EUR,Factura simplificada
T-8BF234BA4427,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-05,22:52:54,Efectivo,"{'id': '8840', 'nombre': 'SBC', 'provincia': 'PONTEVEDRA', 'municipio': 'ESTRADA (A)', 'direccion': 'CARRETERA PO 841 SANTIAGO LIMITE PROVINCIA A ESTRADA KM. 19,800', 'lat': 42.702972, 'lon': -8.50075, 'grupo': 'SBC', 'nifEmpresa': 'U19655695'}","[{'producto': 'Gasolina 95 E5', 'litros': 38.33, 'precioUnitario': 1.523, 'importe': 58.38}]",48.25,10.13,58.38,EUR,Factura simplificada
T-1A3346C19572,EMP001,Transporte_01 S.L.,EMP001-U2,2025-02-09,08:39:11,Tarjeta de empresa,"{'id': '10677', 'nombre': 'SUPECO', 'provincia': 'TOLEDO', 'municipio': 'TORRIJOS', 'direccion': 'CALLE CALLE TEJAR, 67', 'lat': 39.988389, 'lon': -4.280611, 'grupo': 'SUPECO', 'nifEmpresa': 'E34060889'}","[{'producto': 'Gasolina 95 E5', 'litros': 76.18, 'precioUnitario': 1.546, 'importe': 117.77}]",97.33,20.44,117.77,EUR,Factura simplificada
T-DB72499524CD,EMP001,Transporte_01 S.L.,EMP001-U2,2025-03-25,07:44:26,Efectivo,"{'id': '11260', 'nombre': 'NATURGY VALENCIA SUR', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'VALENCIA', 'direccion': 'AVENIDA AUSIAS MARCH, 44', 'lat': 39.452639, 'lon': -0.37325, 'grupo': 'NATURGY VALENCIA SUR', 'nifEmpresa': 'S5615951J'}","[{'producto': 'Gasolina 95 E5', 'litros': 43.51, 'precioUnitario': 1.513, 'importe': 65.83}]",54.4,11.43,65.83,EUR,Factura simplificada
T-3FF77454006F,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-17,20:33:08,Tarjeta de empresa,"{'id': '10462', 'nombre': 'REPSOL', 'provincia': 'TOLEDO', 'municipio': 'CORRAL DE ALMAGUER', 'direccion': 'CR N-301, 97', 'lat': 39.767778, 'lon': -3.175083, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 39.53, 'precioUnitario': 1.549, 'importe': 61.23}]",50.6,10.63,61.23,EUR,Factura simplificada
T-461688987894,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-12,01:04:00,Tarjeta de empresa,"{'id': '233', 'nombre': 'BALLENOIL', 'provincia': 'ALICANTE', 'municipio': 'ALICANTE/ALACANT', 'direccion': 'CALLE OCAÑA, 16', 'lat': 38.345056, 'lon': -0.522278, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 56.45, 'precioUnitario': 1.53, 'importe': 86.37}]",71.38,14.99,86.37,EUR,Factura simplificada
T-6AF46ED3EDB6,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-24,21:40:22,Tarjeta de empresa,"{'id': '10583', 'nombre': 'COOP.NTRA.SRA.SOLEDAD', 'provincia': 'TOLEDO', 'municipio': 'PUEBLA DE MONTALBÁN (LA)', 'direccion': 'CALLE LAS CUMBRES, 1', 'lat': 39.8685, 'lon': -4.362861, 'grupo': 'COOP.NTRA.SRA.SOLEDAD', 'nifEmpresa': 'B36629947'}","[{'producto': 'Gasolina 95 E5', 'litros': 66.66, 'precioUnitario': 1.529, 'importe': 101.92}]",84.23,17.69,101.92,EUR,Factura simplificada
T-BD4A6CEBF35E,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-08,18:58:04,Tarjeta de empresa,"{'id': '2515', 'nombre': 'BP COMERCIAL VALLROMANAS', 'provincia': 'BARCELONA', 'municipio': 'VALLROMANES', 'direccion': 'CARRETERA C5502 KM. 7,4', 'lat': 41.525611, 'lon': 2.293083, 'grupo': 'BP COMERCIAL VALLROMANAS', 'nifEmpresa': 'C43699578'}","[{'producto': 'Gasolina 95 E5', 'litros': 29.71, 'precioUnitario': 1.508, 'importe': 44.8}]",37.02,7.78,44.8,EUR,Factura simplificada
T-4043FEFA7FC8,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-24,08:40:19,Tarjeta de empresa,"{'id': '6117', 'nombre': 'PETRONOR', 'provincia': 'LLEIDA', 'municipio': 'ALBATÀRREC', 'direccion': 'CARRETERA COMARCAL 230A KM. 6,100', 'lat': 41.576111, 'lon': 0.610333, 'grupo': 'PETRONOR', 'nifEmpresa': 'Z72148950'}","[{'producto': 'Gasolina 95 E5', 'litros': 39.08, 'precioUnitario': 1.483, 'importe': 57.96}]",47.9,10.06,57.96,EUR,Factura simplificada
T-8948EB2FC84F,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-29,23:55:15,Efectivo,"{'id': '455', 'nombre': 'BP', 'provincia': 'ALICANTE', 'municipio': 'MONFORTE DEL CID', 'direccion': 'AUTOVIA A-31 KM. 216', 'lat': 38.387917, 'lon': -0.736806, 'grupo': 'BP', 'nifEmpresa': 'A28011559'}","[{'producto': 'Gasolina 95 E5', 'litros': 22.56, 'precioUnitario': 1.521, 'importe': 34.31}]",28.36,5.95,34.31,EUR,Factura simplificada
T-D6B1B9DDA955,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-23,17:16:01,Tarjeta de empresa,"{'id': '9181', 'nombre': 'REPSOL', 'provincia': 'SALAMANCA', 'municipio': 'SALAMANCA', 'direccion': 'CL AVENIDA RAIMUNDO BORGOÑA, 48  I', 'lat': 40.978389, 'lon': -5.663167, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 37.3, 'precioUnitario': 1.498, 'importe': 55.88}]",46.18,9.7,55.88,EUR,Factura simplificada
T-99C5E4A65BCB,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-10,14:07:45,Tarjeta de empresa,"{'id': '9377', 'nombre': 'REPSOL', 'provincia': 'SANTA CRUZ DE TENERIFE', 'municipio': 'SAN CRISTÓBAL DE LA LAGUNA', 'direccion': 'CARRETERA TF-16 KM. 4,4', 'lat': 28.510556, 'lon': -16.398583, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 35.28, 'precioUnitario': 1.235, 'importe': 43.57}]",36.01,7.56,43.57,EUR,Factura simplificada
T-0D2E588DFB3C,EMP001,Transporte_01 S.L.,EMP001-U2,2025-07-12,00:34:35,Efectivo,"{'id': '3162', 'nombre': 'REPSOL', 'provincia': 'CÁDIZ', 'municipio': 'JEREZ DE LA FRONTERA', 'direccion': 'CARRETERA N-342 KM. 4', 'lat': 36.697028, 'lon': -6.096778, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 34.8, 'precioUnitario': 1.486, 'importe': 51.71}]",42.74,8.97,51.71,EUR,Factura simplificada
T-16D01EF99AE9,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-15,10:09:56,Tarjeta de empresa,"{'id': '9792', 'nombre': 'ASC CARBURANTES', 'provincia': 'SEVILLA', 'municipio': 'MAIRENA DEL ALJARAFE', 'direccion': 'CALLE ARTESANIA, 11', 'lat': 37.357, 'lon': -6.057611, 'grupo': 'ASC CARBURANTES', 'nifEmpresa': 'Q6936763I'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.13, 'precioUnitario': 1.534, 'importe': 63.09}]",52.14,10.95,63.09,EUR,Factura simplificada
T-4D7FB9E27E20,EMP001,Transporte_01 S.L.,EMP001-U2,2025-03-18,00:14:45,Tarjeta de empresa,"{'id': '1471', 'nombre': 'CEPSA', 'provincia': 'BADAJOZ', 'municipio': 'ROCA DE LA SIERRA (LA)', 'direccion': 'CARRETERA EX-100 KM. 50', 'lat': 39.115667, 'lon': -6.685389, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 42.62, 'precioUnitario': 1.489, 'importe': 63.46}]",52.45,11.01,63.46,EUR,Factura simplificada
T-9FA8B43EFDCE,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-09,15:46:43,Efectivo,"{'id': '8722', 'nombre': 'SHELL MASPALOMAS', 'provincia': 'PALMAS (LAS)', 'municipio': 'SAN BARTOLOMÉ DE TIRAJANA', 'direccion': 'CARRETERA CARRETERA GC-500 KM. 14,9', 'lat': 27.763889, 'lon': -15.576389, 'grupo': 'SHELL MASPALOMAS', 'nifEmpresa': 'D63287080'}","[{'producto': 'Gasolina 95 E5', 'litros': 54.23, 'precioUnitario': 1.518, 'importe': 82.32}]",68.03,14.29,82.32,EUR,Factura simplificada
T-B21AA497EFB2,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-14,10:57:53,Tarjeta de empresa,"{'id': '1861', 'nombre': 'GRATSA', 'provincia': 'BARCELONA', 'municipio': 'BARCELONA', 'direccion': 'PASEO MARAGALL, 33', 'lat': 41.41475, 'lon': 2.179861, 'grupo': 'GRATSA', 'nifEmpresa': 'Q2788957E'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.91, 'precioUnitario': 1.513, 'importe': 55.84}]",46.15,9.69,55.84,EUR,Factura simplificada
T-1FAB8307F51D,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-08,18:15:43,Tarjeta de empresa,"{'id': '8752', 'nombre': 'REPSOL', 'provincia': 'PALMAS (LAS)', 'municipio': 'TELDE', 'direccion': 'CALLE VELAZQUEZ, 1', 'lat': 27.980583, 'lon': -15.392111, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 54.6, 'precioUnitario': 1.506, 'importe': 82.23}]",67.96,14.27,82.23,EUR,Factura simplificada
T-5DB9A6539EC1,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-04,13:02:46,Tarjeta de empresa,"{'id': '4058', 'nombre': 'COOPERATIVA ARACELI', 'provincia': 'CÓRDOBA', 'municipio': 'LUCENA', 'direccion': 'AVENIDA DE MADRID, 29', 'lat': 37.384972, 'lon': -4.511417, 'grupo': 'COOPERATIVA ARACELI', 'nifEmpresa': 'X72774342'}","[{'producto': 'Gasolina 95 E5', 'litros': 45.48, 'precioUnitario': 1.515, 'importe': 68.9}]",56.94,11.96,68.9,EUR,Factura simplificada
T-E58BF153DC31,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-19,05:58:13,Tarjeta de empresa,"{'id': '627', 'nombre': 'LA MORENICA', 'provincia': 'ALICANTE', 'municipio': 'VILLENA', 'direccion': 'AVENIDA CONSTITUCION DE, 206', 'lat': 38.643528, 'lon': -0.869028, 'grupo': 'LA MORENICA', 'nifEmpresa': 'V47143458'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.14, 'precioUnitario': 1.542, 'importe': 55.73}]",46.06,9.67,55.73,EUR,Factura simplificada
T-7ACA08D7B78D,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-16,15:58:48,Tarjeta de empresa,"{'id': '6558', 'nombre': 'BALLENOIL', 'provincia': 'MADRID', 'municipio': 'ARGANDA DEL REY', 'direccion': 'TRAVESÍA SIERRA DE GATA, 17', 'lat': 40.308361, 'lon': -3.475528, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.44, 'precioUnitario': 1.539, 'importe': 51.46}]",42.53,8.93,51.46,EUR,Factura simplificada
T-322C718E6FB3,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-30,08:56:49,Tarjeta de empresa,"{'id': '8156', 'nombre': 'LC REPOST - M.G. MUTILVA', 'provincia': 'NAVARRA', 'municipio': 'ARANGUREN', 'direccion': 'CALLE A, DEL POLÍGONO INDUSTRIAL MUTILVA BAJA, 21', 'lat': 42.786, 'lon': -1.624222, 'grupo': 'LC REPOST - M.G. MUTILVA', 'nifEmpresa': 'B31665870'}","[{'producto': 'Gasolina 95 E5', 'litros': 32.26, 'precioUnitario': 1.485, 'importe': 47.91}]",39.6,8.31,47.91,EUR,Factura simplificada
T-C4E43245F9FC,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-16,15:27:14,Tarjeta de empresa,"{'id': '9124', 'nombre': 'REPSOL', 'provincia': 'SALAMANCA', 'municipio': 'BARRUECOPARDO', 'direccion': 'CR L-105 0023 (L-105 km 23,1)', 'lat': 41.071278, 'lon': -6.660972, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.98, 'precioUnitario': 1.501, 'importe': 40.5}]",33.47,7.03,40.5,EUR,Factura simplificada
T-54E8A2995124,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-21,09:18:28,Efectivo,"{'id': '7228', 'nombre': 'BP SOTO II', 'provincia': 'MADRID', 'municipio': 'SOTO DEL REAL', 'direccion': 'CARRETERA M-609 KM. 3', 'lat': 40.717917, 'lon': -3.792806, 'grupo': 'BP SOTO II', 'nifEmpresa': 'E09670548'}","[{'producto': 'Gasolina 95 E5', 'litros': 25.31, 'precioUnitario': 1.511, 'importe': 38.24}]",31.6,6.64,38.24,EUR,Factura simplificada
T-2EEF1A7E07B5,EMP001,Transporte_01 S.L.,EMP001-U2,2025-07-23,11:46:19,Efectivo,"{'id': '5977', 'nombre': 'MOEVE', 'provincia': 'LEÓN', 'municipio': 'CONGOSTO', 'direccion': 'AUTOVIA A-6 KM. 374,8', 'lat': 42.597833, 'lon': -6.504278, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 25.71, 'precioUnitario': 1.508, 'importe': 38.77}]",32.04,6.73,38.77,EUR,Factura simplificada
T-3D0B3EE3FAD7,EMP001,Transporte_01 S.L.,EMP001-U2,2025-07-20,09:56:16,Tarjeta de empresa,"{'id': '3971', 'nombre': 'CARREFOUR', 'provincia': 'CÓRDOBA', 'municipio': 'CÓRDOBA', 'direccion': 'CARRETERA MADRID KM. 400', 'lat': 37.893889, 'lon': -4.749306, 'grupo': 'CARREFOUR', 'nifEmpresa': 'X93734671'}","[{'producto': 'Gasolina 95 E5', 'litros': 28.26, 'precioUnitario': 1.51, 'importe': 42.67}]",35.26,7.41,42.67,EUR,Factura simplificada
T-668EA9CF12F3,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-04,00:36:28,Tarjeta de empresa,"{'id': '9838', 'nombre': 'BP', 'provincia': 'SEVILLA', 'municipio': 'PALOMARES DEL RÍO', 'direccion': 'AVENIDA ALJARAFE (DEL), 68', 'lat': 37.320556, 'lon': -6.070833, 'grupo': 'BP', 'nifEmpresa': 'A28011559'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.8, 'precioUnitario': 1.495, 'importe': 62.49}]",51.64,10.85,62.49,EUR,Factura simplificada
T-9B9DC37C9713,EMP001,Transporte_01 S.L.,EMP001-U2,2025-07-24,09:37:45,Tarjeta de empresa,"{'id': '2511', 'nombre': 'NIEVES', 'provincia': 'BARCELONA', 'municipio': 'VALLIRANA', 'direccion': 'CARRETERA N-340 KM. 1229,7', 'lat': 41.390472, 'lon': 1.885472, 'grupo': 'NIEVES', 'nifEmpresa': 'J72980691'}","[{'producto': 'Gasolina 95 E5', 'litros': 38.0, 'precioUnitario': 1.535, 'importe': 58.33}]",48.21,10.12,58.33,EUR,Factura simplificada
T-C5895029CB3D,EMP001,Transporte_01 S.L.,EMP001-U2,2025-03-10,08:26:25,Tarjeta de empresa,"{'id': '5970', 'nombre': 'E.S.CARGOSA', 'provincia': 'LEÓN', 'municipio': 'CARROCERA', 'direccion': 'CARRETERA CYL 626 KM. 80', 'lat': 42.784111, 'lon': -5.787083, 'grupo': 'E.S.CARGOSA', 'nifEmpresa': 'Y27204650'}","[{'producto': 'Gasolina 95 E5', 'litros': 45.6, 'precioUnitario': 1.519, 'importe': 69.27}]",57.25,12.02,69.27,EUR,Factura simplificada
T-CA045FEB2E54,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-23,18:59:44,Tarjeta de empresa,"{'id': '11218', 'nombre': 'BALLENOIL', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'SUECA', 'direccion': 'CALLE CIUTAT DE PAMPLONA, 40', 'lat': 39.200472, 'lon': -0.302139, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 29.8, 'precioUnitario': 1.507, 'importe': 44.91}]",37.12,7.79,44.91,EUR,Factura simplificada
T-77564A54CAD1,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-18,07:46:01,Tarjeta de empresa,"{'id': '8677', 'nombre': 'CEPSA', 'provincia': 'PALMAS (LAS)', 'municipio': 'PALMAS DE GRAN CANARIA (LAS)', 'direccion': 'AVENIDA REPUBLICA DE NICARAGUA, 2', 'lat': 28.118417, 'lon': -15.453889, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 56.33, 'precioUnitario': 1.508, 'importe': 84.95}]",70.21,14.74,84.95,EUR,Factura simplificada
T-D8D04D2355EB,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-30,23:23:31,Tarjeta de empresa,"{'id': '2760', 'nombre': 'CEPSA', 'provincia': 'BURGOS', 'municipio': 'CASTRILLO DE LA VEGA', 'direccion': 'CARRETERA N-122 KM. 278,160', 'lat': 41.648417, 'lon': -3.78275, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 78.67, 'precioUnitario': 1.554, 'importe': 122.25}]",101.03,21.22,122.25,EUR,Factura simplificada
T-FC72FBF13E8D,EMP001,Transporte_01 S.L.,EMP001-U2,2025-07-04,14:52:41,Tarjeta de empresa,"{'id': '8', 'nombre': 'MOEVE', 'provincia': 'ALBACETE', 'municipio': 'ALBACETE', 'direccion': 'PASEO CUBA (LA), 36', 'lat': 39.005083, 'lon': -1.859917, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.62, 'precioUnitario': 1.508, 'importe': 61.25}]",50.62,10.63,61.25,EUR,Factura simplificada
T-97ABA321EACF,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-11,01:43:08,Tarjeta de empresa,"{'id': '9262', 'nombre': 'REPSOL', 'provincia': 'SANTA CRUZ DE TENERIFE', 'municipio': 'ARONA', 'direccion': 'CARRETERA GRAL TF-66(GUAZA-GALLE KM. 2', 'lat': 28.018417, 'lon': -16.67325, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 62.67, 'precioUnitario': 1.223, 'importe': 76.65}]",63.35,13.3,76.65,EUR,Factura simplificada
T-98823FC8CC0F,EMP001,Transporte_01 S.L.,EMP001-U2,2025-03-19,14:01:31,Tarjeta de empresa,"{'id': '9930', 'nombre': 'SHELL', 'provincia': 'SEVILLA', 'municipio': 'SEVILLA', 'direccion': 'AVDA. DE LA PAZ, ESQ SU EMINENCIA', 'lat': 37.362778, 'lon': -5.955639, 'grupo': 'SHELL', 'nifEmpresa': 'R0033092H'}","[{'producto': 'Gasolina 95 E5', 'litros': 34.62, 'precioUnitario': 1.538, 'importe': 53.25}]",44.01,9.24,53.25,EUR,Factura simplificada
T-CCA071CB4187,EMP001,Transporte_01 S.L.,EMP001-U2,2025-03-08,01:30:40,Tarjeta de empresa,"{'id': '2898', 'nombre': 'Q8', 'provincia': 'CÁCERES', 'municipio': 'CORIA', 'direccion': 'CARRETERA EX-108 KM. 86,9', 'lat': 39.982444, 'lon': -6.500417, 'grupo': 'Q8', 'nifEmpresa': 'D93745297'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.59, 'precioUnitario': 1.522, 'importe': 51.12}]",42.25,8.87,51.12,EUR,Factura simplificada
T-CF5A1837E495,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-30,17:05:16,Tarjeta de empresa,"{'id': '7201', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'SAN MARTÍN DE VALDEIGLESIAS', 'direccion': 'CARRETERA M-501 KM. 54,1', 'lat': 40.3575, 'lon': -4.379472, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.71, 'precioUnitario': 1.526, 'importe': 78.91}]",65.21,13.7,78.91,EUR,Factura simplificada
T-2D4985E30A0A,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-04,09:58:56,Tarjeta de empresa,"{'id': '11345', 'nombre': 'CEPSA', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'XERACO', 'direccion': 'CARRETERA N-332 KM. 204,6', 'lat': 39.046917, 'lon': -0.225639, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.42, 'precioUnitario': 1.522, 'importe': 40.21}]",33.23,6.98,40.21,EUR,Factura simplificada
T-D48302853C96,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-02,22:10:05,Tarjeta de empresa,"{'id': '5900', 'nombre': 'ENERGY CARBURANTES', 'provincia': 'JAÉN', 'municipio': 'TORRE DEL CAMPO', 'direccion': 'CALLE AVEDNIDA DE LOS LLANOS ESQUINA ESCAÑUELA, S/N', 'lat': 37.769667, 'lon': -3.899889, 'grupo': 'ENERGY CARBURANTES', 'nifEmpresa': 'G49663198'}","[{'producto': 'Gasolina 95 E5', 'litros': 67.43, 'precioUnitario': 1.544, 'importe': 104.11}]",86.04,18.07,104.11,EUR,Factura simplificada
T-3593D29A90F9,EMP001,Transporte_01 S.L.,EMP001-U2,2025-04-20,23:56:58,Tarjeta de empresa,"{'id': '8957', 'nombre': 'REPSOL', 'provincia': 'PONTEVEDRA', 'municipio': 'TUI', 'direccion': 'CALZADA CALVO SOTELO, S/N', 'lat': 42.048722, 'lon': -8.643556, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 65.36, 'precioUnitario': 1.535, 'importe': 100.33}]",82.92,17.41,100.33,EUR,Factura simplificada
T-736376A5759B,EMP001,Transporte_01 S.L.,EMP001-U2,2025-01-18,02:55:04,Tarjeta de empresa,"{'id': '5051', 'nombre': 'REPSOL', 'provincia': 'GRANADA', 'municipio': 'ALHAMA DE GRANADA', 'direccion': 'PLAZA DUQUE DE MANDAS, S/N', 'lat': 37.003667, 'lon': -3.990778, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.46, 'precioUnitario': 1.488, 'importe': 54.25}]",44.83,9.42,54.25,EUR,Factura simplificada
T-3BF365DAD79C,EMP001,Transporte_01 S.L.,EMP001-U2,2025-05-03,18:04:39,Tarjeta de empresa,"{'id': '9816', 'nombre': 'REPSOL', 'provincia': 'SEVILLA', 'municipio': 'MORÓN DE LA FRONTERA', 'direccion': 'AV ALAMEDA, 49', 'lat': 37.121083, 'lon': -5.460222, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.21, 'precioUnitario': 1.516, 'importe': 77.63}]",64.16,13.47,77.63,EUR,Factura simplificada
T-E9E4FD3D2A2C,EMP001,Transporte_01 S.L.,EMP001-U2,2025-06-01,21:27:31,Efectivo,"{'id': '8298', 'nombre': 'GASOLINERA G & S', 'provincia': 'NAVARRA', 'municipio': 'MILAGRO', 'direccion': 'CALLE LA RIBERA, 1', 'lat': 42.246528, 'lon': -1.781278, 'grupo': 'GASOLINERA G & S', 'nifEmpresa': 'U58651852'}","[{'producto': 'Gasolina 95 E5', 'litros': 70.6, 'precioUnitario': 1.509, 'importe': 106.54}]",88.05,18.49,106.54,EUR,Factura simplificada
